county_name|internal_point_lat|internal_point_lon
Hamilton County|40.0535070|-86.0217126
Hancock County|39.8225286|-85.7731503
Harrison County|38.1864535|-86.1037661
Hendricks County|39.7689632|-86.5099075
Henry County|39.9295911|-85.3973629
Howard County|40.4835368|-86.1141178
Huntington County|40.8263938|-85.4785975
Jackson County|38.9119571|-86.0425161
Jasper County|41.0176883|-87.1188137
Jay County|40.4349560|-85.0023313
Jefferson County|38.7836039|-85.4400900
Jennings County|38.9962289|-85.6281030
Johnson County|39.4960920|-86.0942641
Knox County|38.6883910|-87.4203544
Kosciusko County|41.2442928|-85.8615754
LaGrange County|41.6424623|-85.4278448
Lake County|41.4722470|-87.3743368
LaPorte County|41.5490129|-86.7447386
Lawrence County|38.8398148|-86.4878198
Madison County|40.1662030|-85.7224543
Marion County|39.7829759|-86.1357939
Marshall County|41.3250032|-86.2690363
Martin County|38.7053220|-86.8018468
Miami County|40.7728833|-86.0442575
Monroe County|39.1607286|-86.5233100
Montgomery County|40.0402962|-86.8927145
Morgan County|39.4826458|-86.4474573
Newton County|40.9623985|-87.4021716
Noble County|41.4046794|-85.4172708
Ohio County|38.9405270|-84.9642994
Orange County|38.5473812|-86.4892570
Owen County|39.3173394|-86.8388453
Parke County|39.7742496|-87.1969502
Perry County|38.0814361|-86.6265397
Pike County|38.3979613|-87.2325472
Porter County|41.5099144|-87.0713128
Posey County|38.0276138|-87.8686526
Pulaski County|41.0452718|-86.6925383
Putnam County|39.6655479|-86.8533729
Randolph County|40.1640793|-85.0057896
Ripley County|39.1002257|-85.2604937
Rush County|39.6223785|-85.4664463
St. Joseph County|41.6177233|-86.2880476
Scott County|38.6794309|-85.7518981
Shelby County|39.5241345|-85.7921742
Spencer County|38.0096966|-87.0103746
Starke County|41.2844785|-86.6446359
Steuben County|41.6434670|-85.0024051
Sullivan County|39.0892251|-87.4158429
Switzerland County|38.8258545|-85.0296810
Tippecanoe County|40.3891334|-86.8935538
Tipton County|40.3102294|-86.0562066
Union County|39.6231109|-84.9251523
Vanderburgh County|38.0200703|-87.5861659
Vermillion County|39.8540452|-87.4620713
Vigo County|39.4291426|-87.3903754
Wabash County|40.8437475|-85.7951915
Warren County|40.3526584|-87.3758466
Warrick County|38.0977282|-87.2720486
Washington County|38.6006126|-86.1047512
Wayne County|39.8630908|-85.0067351
Wells County|40.7352727|-85.2129742
White County|40.7509496|-86.8642934
Whitley County|41.1364261|-85.5018918
Adair County|41.3285283|-94.4781643
Adams County|41.0216555|-94.6969059
Allamakee County|43.2749637|-91.3827510
Appanoose County|40.7442964|-92.8730610
Audubon County|41.6791780|-94.9043119
Benton County|42.0925474|-92.0576300
Black Hawk County|42.4711317|-92.3076003
Boone County|42.0386420|-93.9383580
Bremer County|42.7808946|-92.3273559
Buchanan County|42.4703284|-91.8386658
Buena Vista County|42.7415219|-95.1414324
Butler County|42.7347570|-92.7801530
Calhoun County|42.3861699|-94.6436829
Carroll County|42.0394920|-94.8676471
Cass County|41.3338235|-94.9333023
Cedar County|41.7723600|-91.1326105
Cerro Gordo County|43.0749751|-93.2509646
Cherokee County|42.7427375|-95.6332616
Chickasaw County|43.0597409|-92.3172101
Clarke County|41.0291908|-93.7840961
Clay County|43.0812244|-95.1498753
Clayton County|42.8409849|-91.3235764
Clinton County|41.8980732|-90.5342431
Crawford County|42.0431192|-95.3890903
Dallas County|41.6853205|-94.0407065
Davis County|40.7480892|-92.4103453
Decatur County|40.7363787|-93.7845799
Delaware County|42.4729373|-91.3667667
Des Moines County|40.9153393|-91.1869253
Dickinson County|43.3896107|-95.1960572
Dubuque County|42.4634808|-90.8787708
Emmet County|43.3779844|-94.6693702
Fayette County|42.8641219|-91.8403761
Floyd County|43.0527410|-92.7873669
Franklin County|42.7365451|-93.2714152
Fremont County|40.7425902|-95.5991816
Greene County|42.0424940|-94.3887028
Grundy County|42.4033387|-92.7902437
Guthrie County|41.6835728|-94.5012723
Hamilton County|42.3907681|-93.7091980
Hancock County|43.0754105|-93.7436965
Hardin County|42.3902079|-93.2416690
Harrison County|41.6885844|-95.8271491
Henry County|40.9848025|-91.5472594
Howard County|43.3653125|-92.3219084
Humboldt County|42.7822212|-94.2027754
Ida County|42.3918601|-95.5074206
Iowa County|41.6839184|-92.0591226
Jackson County|42.1642256|-90.5745819
Jasper County|41.6855513|-93.0541468
Jefferson County|41.0058877|-91.9666345
Johnson County|41.6706680|-91.5905285
Jones County|42.1251175|-91.1169141
Keokuk County|41.3311823|-92.1677213
Kossuth County|43.2124777|-94.2139830
Lee County|40.6475875|-91.4771574
Linn County|42.0779506|-91.5976735
Louisa County|41.2182111|-91.2569936
Lucas County|41.0333440|-93.3314666
Lyon County|43.3835796|-96.2072011
Madison County|41.3306216|-94.0151842
Mahaska County|41.3307969|-92.6363663
Marion County|41.3314552|-93.0938490
Marshall County|42.0416910|-92.9814523
Mills County|41.0337028|-95.6191010
Mitchell County|43.3485643|-92.7844663
Monona County|42.0494317|-95.9565661
Monroe County|41.0288473|-92.8696415
Montgomery County|41.0217348|-95.1577896
Muscatine County|41.4837760|-91.1186992
O'Brien County|43.0837455|-95.6256244
Osceola County|43.3785421|-95.6337878
Page County|40.7390902|-95.1442898
Palo Alto County|43.0753374|-94.6690546
Plymouth County|42.7375854|-96.2158638
Pocahontas County|42.7340333|-94.6782789
Polk County|41.6848158|-93.5689710
Pottawattamie County|41.3401835|-95.5449053
Poweshiek County|41.6845262|-92.5228819
Ringgold County|40.7353342|-94.2442514
Sac County|42.3875259|-95.1052244
Scott County|41.6420791|-90.6222889
Shelby County|41.6790143|-95.3089173
Sioux County|43.0826460|-96.1780098
Story County|42.0375379|-93.4660934
Tama County|42.0748480|-92.5294115
Taylor County|40.7379489|-94.6971082
Union County|41.0285502|-94.2450907
Van Buren County|40.7541168|-91.9529430
Wapello County|41.0312751|-92.4094658
Warren County|41.3324459|-93.5687512
Washington County|41.3294012|-91.7250523
Wayne County|40.7399827|-93.3326126
Webster County|42.4335786|-94.1758309
Winnebago County|43.3781243|-93.7434883
Winneshiek County|43.2929889|-91.8507880
Woodbury County|42.3932198|-96.0532956
Worth County|43.3734910|-93.2485332
Wright County|42.7330073|-93.7347352
Allen County|37.8842285|-95.3009448
Anderson County|38.2151139|-95.2920464
Atchison County|39.5325441|-95.3133975
Barber County|37.2229059|-98.6850520
Barton County|38.4812394|-98.7678374
Bourbon County|37.8560997|-94.8509284
Brown County|39.8259308|-95.5699047
Butler County|37.7736487|-96.8388402
Chase County|38.2994749|-96.5940289
Chautauqua County|37.1542592|-96.2453962
Cherokee County|37.1693922|-94.8456975
Cheyenne County|39.7899166|-101.7273254
Clark County|37.2338311|-99.8138686
Clay County|39.3449643|-97.1688527
Cloud County|39.4873286|-97.6413898
Coffey County|38.2364502|-95.7291373
Comanche County|37.1814417|-99.2512929
Cowley County|37.2345068|-96.8372468
Crawford County|37.5058215|-94.8538967
Decatur County|39.7835420|-100.4597084
Dickinson County|38.8677353|-97.1579434
Doniphan County|39.7885021|-95.1472253
Douglas County|38.8964168|-95.2909475
Edwards County|37.8835945|-99.3047457
Elk County|37.4560259|-96.2446421
Ellis County|38.9145967|-99.3173133
Ellsworth County|38.7008451|-98.2053552
Finney County|38.0498075|-100.7399674
Ford County|37.6884159|-99.8847484
Franklin County|38.5580187|-95.2789618
Geary County|39.0021387|-96.7680996
Gove County|38.9172385|-100.4873598
Graham County|39.3549716|-99.8798939
Grant County|37.5475370|-101.2993622
Gray County|37.7445134|-100.4517163
Greeley County|38.4804041|-101.8059697
Greenwood County|37.8793472|-96.2417321
Hamilton County|37.9952438|-101.7936887
Harper County|37.1881840|-98.0665901
Harvey County|38.0501436|-97.4367065
Haskell County|37.5549790|-100.8799515
Hodgeman County|38.0874927|-99.8984067
Jackson County|39.4111453|-95.7944850
Jefferson County|39.2396440|-95.3753140
Jewell County|39.7770021|-98.2226184
Johnson County|38.8839065|-94.8223295
Kearny County|37.9944614|-101.3081363
Kingman County|37.5529509|-98.1445285
Kiowa County|37.5612311|-99.2865389
Labette County|37.1914676|-95.2974732
Lane County|38.4812863|-100.4661853
Leavenworth County|39.1895108|-95.0389770
Lincoln County|39.0472801|-98.2142837
Linn County|38.2165494|-94.8449321
Logan County|38.9132702|-101.1574016
Lyon County|38.4554034|-96.1616407
McPherson County|38.3958120|-97.6474893
Marion County|38.3596474|-97.1027707
Marshall County|39.7827091|-96.5212426
Meade County|37.2438862|-100.3600936
Miami County|38.5667718|-94.8329626
Mitchell County|39.3930256|-98.2073621
Montgomery County|37.1895369|-95.7424028
Morris County|38.6882040|-96.6514482
Morton County|37.1852495|-101.8095163
Nemaha County|39.7910427|-96.0053805
Neosho County|37.5642832|-95.3156822
Ness County|38.4804369|-99.9087452
Norton County|39.7838666|-99.8992352
Osage County|38.6502149|-95.7082554
Osborne County|39.3482608|-98.7679416
Ottawa County|39.1379632|-97.6548025
Pawnee County|38.1814768|-99.2347717
Phillips County|39.7845058|-99.3421498
Pottawatomie County|39.3821868|-96.3371126
Pratt County|37.6475943|-98.7401199
Rawlins County|39.7861975|-101.0767378
Reno County|37.9481849|-98.0783463
Republic County|39.8289061|-97.6508830
Rice County|38.3471776|-98.2014154
Riley County|39.2912114|-96.7274889
Rooks County|39.3460064|-99.3244921
Rush County|38.5235962|-99.3091835
Russell County|38.9160397|-98.7709489
Saline County|38.7918043|-97.6514783
Scott County|38.4818768|-100.9063604
Sedgwick County|37.6810450|-97.4610535
Seward County|37.1809599|-100.8552566
Shawnee County|39.0418053|-95.7556640
Sheridan County|39.3505465|-100.4412278
Sherman County|39.3513521|-101.7198590
Smith County|39.7846603|-98.7854295
Stafford County|38.0356303|-98.7198888
Stanton County|37.5659319|-101.7893829
Stevens County|37.2017002|-101.3172684
Sumner County|37.2366617|-97.4933519
Thomas County|39.3577126|-101.0833859
Trego County|38.9213022|-99.8654230
Wabaunsee County|38.9551537|-96.2012619
Wallace County|38.9266259|-101.7711031
Washington County|39.7767142|-97.0956108
Wichita County|38.4819222|-101.3474341
Wilson County|37.5585146|-95.7451749
Woodson County|37.8881929|-95.7584691
Wyandotte County|39.1153842|-94.7630866
Adair County|37.1055589|-85.2813796
Allen County|36.7507703|-86.1924580
Anderson County|38.0053963|-84.9864171
Ballard County|37.0513234|-89.0103673
Barren County|36.9628048|-85.9321078
Bath County|38.1522485|-83.7376405
Bell County|36.7289281|-83.6807180
Boone County|38.9589002|-84.7363707
Bourbon County|38.2025623|-84.2098602
Boyd County|38.3600037|-82.6814063
Boyle County|37.6181043|-84.8683523
Bracken County|38.6803649|-84.1152351
Breathitt County|37.5178069|-83.3171582
Breckinridge County|37.7779880|-86.4329188
Bullitt County|37.9699446|-85.7026357
Butler County|37.2070133|-86.6824707
Caldwell County|37.1486421|-87.8705095
Calloway County|36.6209783|-88.2740857
Campbell County|38.9469811|-84.3795832
Carlisle County|36.8571800|-88.9766140
Carroll County|38.6683939|-85.1240238
Carter County|38.3095486|-83.0487958
Casey County|37.3219623|-84.9282195
Christian County|36.8920592|-87.4929864
Clark County|37.9703141|-84.1451152
Clay County|37.1642731|-83.7154733
Clinton County|36.7272577|-85.1360977
Crittenden County|37.3581494|-88.1050103
Cumberland County|36.7823717|-85.3884841
Daviess County|37.7316710|-87.0871390
Edmonson County|37.2275136|-86.2180153
Elliott County|38.1168826|-83.0961160
Estill County|37.6924493|-83.9639825
Fayette County|38.0406751|-84.4582743
Fleming County|38.3678475|-83.6992045
Floyd County|37.5524560|-82.7397239
Franklin County|38.2349190|-84.8687863
Fulton County|36.5525115|-89.1876586
Gallatin County|38.7601027|-84.8621525
Garrard County|37.6301619|-84.5458557
Grant County|38.6491670|-84.6259245
Graves County|36.7233435|-88.6498974
Grayson County|37.4585771|-86.3440113
Green County|37.2753816|-85.5784829
Greenup County|38.5635616|-82.9338199
Hancock County|37.8433252|-86.7927612
Hardin County|37.6958356|-85.9631827
Harlan County|36.8592233|-83.2214968
Harrison County|38.4445776|-84.3341313
Hart County|37.3090972|-85.8821233
Henderson County|37.7925421|-87.5725767
Henry County|38.4513829|-85.1196472
Hickman County|36.6758960|-88.9720844
Hopkins County|37.3110702|-87.5421956
Jackson County|37.4034585|-84.0205757
Jefferson County|38.1895321|-85.6576243
Jessamine County|37.8732908|-84.5839603
Johnson County|37.8477561|-82.8301215
Kenton County|38.9305031|-84.5334381
Knott County|37.3543684|-82.9525461
Knox County|36.8885003|-83.8555508
Larue County|37.5444624|-85.6968413
Laurel County|37.1132678|-84.1193950
Lawrence County|38.0744531|-82.7382903
Lee County|37.6081160|-83.7192475
Leslie County|37.0878462|-83.3886172
Letcher County|37.1185357|-82.8612507
Lewis County|38.5350468|-83.3701427
Lincoln County|37.4571737|-84.6583354
Livingston County|37.2095174|-88.3634261
Logan County|36.8596070|-86.8812881
Lyon County|37.0239759|-88.0833909
McCracken County|37.0541106|-88.7124544
McCreary County|36.7311363|-84.4910515
McLean County|37.5267075|-87.2655972
Madison County|37.7255107|-84.2783618
Magoffin County|37.6989830|-83.0697210
Marion County|37.5526040|-85.2689592
Marshall County|36.8820170|-88.3327524
Martin County|37.7967740|-82.5066231
Mason County|38.5941366|-83.8281251
Meade County|37.9674757|-86.2008628
Menifee County|37.9355008|-83.5893651
Mercer County|37.8120852|-84.8796946
Metcalfe County|36.9924298|-85.6334564
Monroe County|36.7140770|-85.7135080
Montgomery County|38.0381086|-83.9124157
Morgan County|37.9229402|-83.2589444
Muhlenberg County|37.2138159|-87.1340919
Nelson County|37.8031198|-85.4659312
Nicholas County|38.3380310|-84.0262231
Ohio County|37.4778588|-86.8448710
Oldham County|38.4001274|-85.4561516
Owen County|38.4993945|-84.8415902
Owsley County|37.4236223|-83.6916370
Pendleton County|38.6962842|-84.3519435
Perry County|37.2412822|-83.2177723
Pike County|37.4860314|-82.4109120
Powell County|37.8099073|-83.8313543
Pulaski County|37.1073741|-84.5769534
Robertson County|38.5134727|-84.0642300
Rockcastle County|37.3610502|-84.3143684
Rowan County|38.2042659|-83.4280787
Russell County|36.9905867|-85.0549503
Scott County|38.2857099|-84.5783405
Shelby County|38.2390111|-85.2282471
Simpson County|36.7409366|-86.5817934
Spencer County|38.0254107|-85.3171741
Taylor County|37.3662101|-85.3280585
Todd County|36.8403384|-87.1836416
Trigg County|36.8076808|-87.8586515
Trimble County|38.6200401|-85.3512075
Union County|37.6580293|-87.9516496
Warren County|36.9956340|-86.4235786
Washington County|37.7542085|-85.1754162
Wayne County|36.8007715|-84.8265896
Webster County|37.5194599|-87.6847902
Whitley County|36.7580237|-84.1446485
Wolfe County|37.7438929|-83.4951095
Woodford County|38.0431027|-84.7488546
Acadia Parish|30.2914970|-92.4110366
Allen Parish|30.6527435|-92.8196052
Ascension Parish|30.2064437|-90.9125023
Assumption Parish|29.8988529|-91.0524649
Avoyelles Parish|31.0885030|-91.9832748
Beauregard Parish|30.6450184|-93.3402526
Bienville Parish|32.3409517|-93.0411511
Bossier Parish|32.6984813|-93.6265609
Caddo Parish|32.5771951|-93.8824228
Calcasieu Parish|30.2295588|-93.3580154
Caldwell Parish|32.1012195|-92.1142311
Cameron Parish|29.8718120|-93.1649478
Catahoula Parish|31.6665170|-91.8467030
Claiborne Parish|32.8271597|-92.9897278
Concordia Parish|31.4698053|-91.6263150
De Soto Parish|32.0592476|-93.7407968
East Baton Rouge Parish|30.5439297|-91.0931310
East Carroll Parish|32.7301699|-91.2341409
East Feliciana Parish|30.8397837|-91.0434338
Evangeline Parish|30.7206932|-92.4040858
Franklin Parish|32.1390764|-91.6723711
Grant Parish|31.5977873|-92.5617156
Iberia Parish|30.0071265|-91.9767838
Iberville Parish|30.2706285|-91.3658481
Jackson Parish|32.3042901|-92.5616997
Jefferson Parish|29.5222810|-90.0810010
Jefferson Davis Parish|30.2695293|-92.8162205
Lafayette Parish|30.2065065|-92.0641700
Lafourche Parish|29.4919925|-90.3948490
LaSalle Parish|31.6800826|-92.1615956
Lincoln Parish|32.6018231|-92.6623026
Livingston Parish|30.4404194|-90.7274738
Madison Parish|32.3468782|-91.2319321
Morehouse Parish|32.8200082|-91.8003988
Natchitoches Parish|31.7325509|-93.0826114
Orleans Parish|30.0534195|-89.9345018
Ouachita Parish|32.4809320|-92.1515814
Plaquemines Parish|29.2824470|-89.5760676
Pointe Coupee Parish|30.7083190|-91.6046207
Rapides Parish|31.1932037|-92.5359531
Red River Parish|32.1012125|-93.3490504
Richland Parish|32.4131580|-91.7483534
Sabine Parish|31.5604024|-93.5595793
St. Bernard Parish|29.9181102|-89.2634941
St. Charles Parish|29.9057222|-90.3578553
St. Helena Parish|30.8225386|-90.7083074
St. James Parish|30.0247772|-90.7939562
St. John the Baptist Parish|30.1440682|-90.4909596
St. Landry Parish|30.5834409|-91.9892745
St. Martin Parish|30.1214329|-91.6114814
St. Mary Parish|29.6293488|-91.4638037
St. Tammany Parish|30.4100224|-89.9519622
Tangipahoa Parish|30.6215313|-90.4066303
Tensas Parish|32.0014894|-91.3425760
Terrebonne Parish|29.3341299|-90.8436739
Union Parish|32.8293486|-92.3756501
Vermilion Parish|29.7897222|-92.2915678
Vernon Parish|31.1105625|-93.1815202
Washington Parish|30.8521435|-90.0462534
Webster Parish|32.7321522|-93.3398245
West Baton Rouge Parish|30.4640516|-91.3098080
West Carroll Parish|32.7924797|-91.4519982
West Feliciana Parish|30.8727010|-91.4210081
Winn Parish|31.9411871|-92.6412694
Androscoggin County|44.1676811|-70.2074347
Aroostook County|46.7091929|-68.6124095
Cumberland County|43.8083479|-70.3303753
Franklin County|44.9767238|-70.4149354
Hancock County|44.5649063|-68.3707034
Kennebec County|44.4170119|-69.7657639
Knox County|44.0420446|-69.0385145
Lincoln County|43.9947814|-69.5136244
Oxford County|44.4944998|-70.7344211
Penobscot County|45.4092843|-68.6666160
Piscataquis County|45.9156393|-69.1022311
Sagadahoc County|43.9168446|-69.8442270
Somerset County|45.5036458|-69.9561096
Waldo County|44.5058342|-69.1389521
Washington County|44.9670088|-67.6093542
York County|43.4260188|-70.6684248
Allegany County|39.6123134|-78.7031037
Anne Arundel County|38.9916174|-76.5608941
Baltimore County|39.4431666|-76.6165693
Calvert County|38.5227191|-76.5297621
Caroline County|38.8715306|-75.8316620
Carroll County|39.5633308|-77.0153276
Cecil County|39.5623537|-75.9415852
Charles County|38.4728532|-77.0154272
Dorchester County|38.4291957|-76.0474333
Frederick County|39.4702139|-77.3976277
Garrett County|39.5472985|-79.2746192
Harford County|39.5374292|-76.2997894
Howard County|39.2522639|-76.9244057
Kent County|39.2412793|-76.1259867
Montgomery County|39.1373815|-77.2030633
Prince George's County|38.8292875|-76.8481800
Queen Anne's County|39.0406929|-76.0824053
St. Mary's County|38.2202894|-76.5303837
Somerset County|38.0744501|-75.8533228
Talbot County|38.7483486|-76.1784757
Washington County|39.6036207|-77.8146709
Wicomico County|38.3673699|-75.6320828
Worcester County|38.2221332|-75.3099315
Baltimore city|39.3000324|-76.6104761
Barnstable County|41.7990145|-70.2118803
Berkshire County|42.3714930|-73.2179276
Bristol County|41.7485880|-71.0888940
Dukes County|41.3809696|-70.7014995
Essex County|42.6427082|-70.8649085
Franklin County|42.5845038|-72.5917921
Hampden County|42.1361975|-72.6356476
Hampshire County|42.3394593|-72.6636936
Middlesex County|42.4817182|-71.3949161
Nantucket County|41.3058778|-70.1419099
Norfolk County|42.1717393|-71.1811115
Plymouth County|41.9871959|-70.7419417
Suffolk County|42.3385513|-71.0182530
Worcester County|42.3116934|-71.9402820
Alcona County|44.6825347|-82.8340784
Alger County|47.0800765|-86.5641076
Allegan County|42.5957875|-86.6347446
Alpena County|44.8949540|-83.4265739
Antrim County|45.0054553|-85.1756390
Arenac County|44.0368327|-83.7406755
Baraga County|46.6958592|-88.3618101
Barry County|42.5828109|-85.3145503
Bay County|43.6997112|-83.9787007
Benzie County|44.6486211|-86.4943263
Berrien County|41.7913818|-86.7425435
Branch County|41.9184551|-85.0668852
Calhoun County|42.2429896|-85.0123853
Cass County|41.9172431|-86.0001420
Charlevoix County|45.5131638|-85.4503920
Cheboygan County|45.4760217|-84.4954307
Chippewa County|46.3218192|-84.5206297
Clare County|43.9911368|-84.8383253
Clinton County|42.9504550|-84.5916949
Crawford County|44.6801748|-84.6113432
Delta County|45.8052288|-86.9019375
Dickinson County|46.0128246|-87.8661227
Eaton County|42.5895301|-84.8464499
Emmet County|45.5900944|-84.9868217
Genesee County|43.0210768|-83.7063718
Gladwin County|43.9897504|-84.3898162
Gogebic County|46.4615130|-89.8068630
Grand Traverse County|44.7186875|-85.5538484
Gratiot County|43.2923259|-84.6046900
Hillsdale County|41.9274606|-84.6374794
Houghton County|46.9984270|-88.6519034
Huron County|43.9076160|-82.8570449
Ingham County|42.6035338|-84.3738107
Ionia County|42.9446503|-85.0737660
Iosco County|44.3294821|-82.8494444
Iron County|46.1702542|-88.5405261
Isabella County|43.6452331|-84.8394245
Jackson County|42.2484738|-84.4208679
Kalamazoo County|42.2462657|-85.5328544
Kalkaska County|44.6788808|-85.0889915
Kent County|43.0324971|-85.5474460
Keweenaw County|47.6819737|-88.1487965
Lake County|43.9951867|-85.8113997
Lapeer County|43.0886327|-83.2243247
Leelanau County|45.1461816|-86.0515740
Lenawee County|41.8960225|-84.0743563
Livingston County|42.6025316|-83.9117183
Luce County|46.9406018|-85.5823683
Mackinac County|46.1678678|-85.3037625
Macomb County|42.6715526|-82.9114562
Manistee County|44.3503855|-86.6029668
Marquette County|46.6565964|-87.5840278
Mason County|43.9966363|-86.7508138
Mecosta County|43.6352949|-85.3327509
Menominee County|45.5362068|-87.5018115
Midland County|43.6482031|-84.3794144
Missaukee County|44.3254240|-85.0854708
Monroe County|41.9160970|-83.4871059
Montcalm County|43.3127822|-85.1494679
Montmorency County|45.0241337|-84.1301067
Muskegon County|43.2892579|-86.7518920
Newaygo County|43.5627117|-85.7913723
Oakland County|42.6604518|-83.3842103
Oceana County|43.6472546|-86.8075751
Ogemaw County|44.3332801|-84.1280728
Ontonagon County|47.2166022|-89.5004631
Osceola County|43.9975523|-85.3222825
Oscoda County|44.6872574|-84.1269054
Otsego County|45.0217871|-84.5766031
Ottawa County|42.9424607|-86.6549462
Presque Isle County|45.4895147|-83.3840186
Roscommon County|44.3395168|-84.6112715
Saginaw County|43.3282667|-84.0554100
St. Clair County|42.9288035|-82.6689135
St. Joseph County|41.9114878|-85.5228703
Sanilac County|43.4491547|-82.6428148
Schoolcraft County|46.0211217|-86.1970290
Shiawassee County|42.9515446|-84.1463518
Tuscola County|43.4879024|-83.4366180
Van Buren County|42.2821497|-86.3060762
Washtenaw County|42.2522168|-83.8434233
Wayne County|42.2846636|-83.2619533
Wexford County|44.3313751|-85.5700462
Aitkin County|46.6024464|-93.4197600
Anoka County|45.2741098|-93.2427232
Becker County|46.9376289|-95.7417568
Beltrami County|47.8795077|-95.0050500
Benton County|45.7012249|-94.0014397
Big Stone County|45.4199252|-96.4022263
Blue Earth County|44.0337104|-94.0640122
Brown County|44.2465415|-94.7336472
Carlton County|46.6038184|-92.6710435
Carver County|44.8213196|-93.8000913
Cass County|46.9517447|-94.3337048
Chippewa County|45.0286254|-95.5641082
Chisago County|45.5054439|-92.9038486
Clay County|46.8983772|-96.4949007
Clearwater County|47.5758729|-95.3711170
Cook County|47.5385690|-90.2901889
Cottonwood County|44.0106386|-95.1831523
Crow Wing County|46.4916528|-94.0707182
Dakota County|44.6708930|-93.0624813
Dodge County|44.0207056|-92.8693529
Douglas County|45.9368293|-95.4621560
Faribault County|43.6765219|-93.9472338
Fillmore County|43.6791869|-92.0939369
Freeborn County|43.6742019|-93.3502887
Goodhue County|44.4061779|-92.7160003
Grant County|45.9307426|-96.0106987
Hennepin County|45.0061209|-93.4752279
Houston County|43.6669899|-91.5015556
Hubbard County|47.0955506|-94.9132898
Isanti County|45.5624313|-93.2963388
Itasca County|47.4908166|-93.6111022
Jackson County|43.6711110|-95.1497314
Kanabec County|45.9477598|-93.2977883
Kandiyohi County|45.1527137|-95.0049812
Kittson County|48.7760403|-96.7803493
Koochiching County|48.2453743|-93.7828956
Lac qui Parle County|44.9998559|-96.1768360
Lake County|47.5171114|-91.4117038
Lake of the Woods County|48.7681003|-94.9046335
Le Sueur County|44.3734238|-93.7301433
Lincoln County|44.4082382|-96.2720323
Lyon County|44.4091953|-95.8472678
McLeod County|44.8216571|-94.2723231
Mahnomen County|47.3283866|-95.8110885
Marshall County|48.3627284|-96.3577610
Martin County|43.6771181|-94.5372525
Meeker County|45.1231555|-94.5273460
Mille Lacs County|45.9290434|-93.6329964
Morrison County|46.0204839|-94.2666194
Mower County|43.6662486|-92.7595136
Murray County|44.0155943|-95.7615809
Nicollet County|44.3588204|-94.2456844
Nobles County|43.6776863|-95.7631323
Norman County|47.3294529|-96.4637757
Olmsted County|43.9994987|-92.4100985
Otter Tail County|46.4057273|-95.7145815
Pennington County|48.0692470|-96.0377254
Pine County|46.1009402|-92.7630936
Pipestone County|44.0153614|-96.2570147
Polk County|47.7742536|-96.4000265
Pope County|45.5896228|-95.4467052
Ramsey County|45.0152037|-93.0999648
Red Lake County|47.8654866|-96.0871800
Redwood County|44.4035357|-95.2542415
Renville County|44.7236969|-94.9556169
Rice County|44.3507339|-93.2985052
Rock County|43.6695866|-96.2632376
Roseau County|48.7610683|-95.8215042
St. Louis County|47.5786350|-92.5145700
Scott County|44.6518050|-93.5337311
Sherburne County|45.4531762|-93.7691300
Sibley County|44.5757343|-94.2301232
Stearns County|45.5552345|-94.6104822
Steele County|44.0152607|-93.2204527
Stevens County|45.5934609|-95.9923146
Swift County|45.2758101|-95.6901243
Todd County|46.0665694|-94.9005758
Traverse County|45.7699352|-96.4748315
Wabasha County|44.2896930|-92.2333405
Wadena County|46.5869861|-94.9886078
Waseca County|44.0184598|-93.5898443
Washington County|45.0379290|-92.8901170
Watonwan County|43.9781089|-94.6137980
Wilkin County|46.3623354|-96.4766570
Winona County|43.9822682|-91.7767076
Wright County|45.1750914|-93.9663965
Yellow Medicine County|44.7157358|-95.8627560
Adams County|31.4862243|-91.3517966
Alcorn County|34.8865689|-88.5811091
Amite County|31.2039333|-90.7955421
Attala County|33.0904678|-89.5886219
Benton County|34.8105184|-89.2002848
Bolivar County|33.7991391|-90.8841199
Calhoun County|33.9366339|-89.3371142
Carroll County|33.4407948|-89.9188870
Chickasaw County|33.9332767|-88.9475579
Choctaw County|33.3459638|-89.2513319
Claiborne County|31.9728096|-90.9154239
Clarke County|32.0453738|-88.6879756
Clay County|33.6596700|-88.7824680
Coahoma County|34.2286699|-90.6031650
Copiah County|31.8669151|-90.4487578
Covington County|31.6333310|-89.5488968
DeSoto County|34.8742660|-89.9932400
Forrest County|31.1885802|-89.2594467
Franklin County|31.4777726|-90.8954573
George County|30.8554305|-88.6422679
Greene County|31.2128455|-88.6348108
Grenada County|33.7700310|-89.8027405
Hancock County|30.3916415|-89.4827905
Harrison County|30.4165357|-89.0833762
Hinds County|32.2677879|-90.4660171
Holmes County|33.1259415|-90.0911968
Humphreys County|33.1309962|-90.5234209
Issaquena County|32.7555393|-91.0035351
Itawamba County|34.2810747|-88.3631269
Jackson County|30.4560045|-88.6251005
Jasper County|32.0169894|-89.1194302
Jefferson County|31.7336333|-91.0438779
Jefferson Davis County|31.5648075|-89.8270863
Jones County|31.6166011|-89.1685317
Kemper County|32.7501361|-88.6256306
Lafayette County|34.3530780|-89.4853847
Lamar County|31.1975865|-89.5063691
Lauderdale County|32.4039981|-88.6604487
Lawrence County|31.5500087|-90.1075299
Leake County|32.7606302|-89.5222495
Lee County|34.2923703|-88.6824388
Leflore County|33.5497896|-90.2949343
Lincoln County|31.5352155|-90.4535663
Lowndes County|33.4714237|-88.4397227
Madison County|32.6343703|-90.0341603
Marion County|31.2301672|-89.8217120
